id;lien_vers_la_fiche_pat;nom;regions;departements;code_insee;urbanisme;urbanisme_est_territoire_ressource;autres;autres_1_nom_de_laction;autres_1_etat_davancement;autres_1_est_ressource;autres_1_resultat_attendu;autres_1_resultat_atteint;autres_1_descriptif;autres_2_nom_de_laction;autres_2_etat_davancement;autres_2_est_ressource;autres_2_resultat_attendu;autres_2_resultat_atteint;autres_2_descriptif;autres_3_nom_de_laction;autres_3_etat_davancement;autres_3_est_ressource;autres_3_resultat_attendu;autres_3_resultat_atteint;autres_3_descriptif;autres_4_nom_de_laction;autres_4_etat_davancement;autres_4_est_ressource;autres_4_resultat_attendu;autres_4_resultat_atteint;autres_4_descriptif;autres_5_nom_de_laction;autres_5_etat_davancement;autres_5_est_ressource;autres_5_resultat_attendu;autres_5_resultat_atteint;autres_5_descriptif;logistique;logistique_1_nom_de_laction;logistique_1_etat_davancement;logistique_1_est_ressource;logistique_1_resultat_attendu;logistique_1_resultat_atteint;logistique_1_descriptif;logistique_2_nom_de_laction;logistique_2_etat_davancement;logistique_2_est_ressource;logistique_2_resultat_attendu;logistique_2_resultat_atteint;logistique_2_descriptif;logistique_3_nom_de_laction;logistique_3_etat_davancement;logistique_3_est_ressource;logistique_3_resultat_attendu;logistique_3_resultat_atteint;logistique_3_descriptif;logistique_4_nom_de_laction;logistique_4_etat_davancement;logistique_4_est_ressource;logistique_4_resultat_attendu;logistique_4_resultat_atteint;logistique_4_descriptif;logistique_5_nom_de_laction;logistique_5_etat_davancement;logistique_5_est_ressource;logistique_5_resultat_attendu;logistique_5_resultat_atteint;logistique_5_descriptif;protection_et_mise_en_valeur_des_espaces_agricoles;protection_et_mise_en_valeur_des_espaces_agricoles_1_nom_de_laction;protection_et_mise_en_valeur_des_espaces_agricoles_1_etat_davancement;protection_et_mise_en_valeur_des_espaces_agricoles_1_est_ressource;protection_et_mise_en_valeur_des_espaces_agricoles_1_resultat_attendu;protection_et_mise_en_valeur_des_espaces_agricoles_1_resultat_atteint;protection_et_mise_en_valeur_des_espaces_agricoles_1_descriptif;protection_et_mise_en_valeur_des_espaces_agricoles_2_nom_de_laction;protection_et_mise_en_valeur_des_espaces_agricoles_2_etat_davancement;protection_et_mise_en_valeur_des_espaces_agricoles_2_est_ressource;protection_et_mise_en_valeur_des_espaces_agricoles_2_resultat_attendu;protection_et_mise_en_valeur_des_espaces_agricoles_2_resultat_atteint;protection_et_mise_en_valeur_des_espaces_agricoles_2_descriptif;protection_et_mise_en_valeur_des_espaces_agricoles_3_nom_de_laction;protection_et_mise_en_valeur_des_espaces_agricoles_3_etat_davancement;protection_et_mise_en_valeur_des_espaces_agricoles_3_est_ressource;protection_et_mise_en_valeur_des_espaces_agricoles_3_resultat_attendu;protection_et_mise_en_valeur_des_espaces_agricoles_3_resultat_atteint;protection_et_mise_en_valeur_des_espaces_agricoles_3_descriptif;protection_et_mise_en_valeur_des_espaces_agricoles_4_nom_de_laction;protection_et_mise_en_valeur_des_espaces_agricoles_4_etat_davancement;protection_et_mise_en_valeur_des_espaces_agricoles_4_est_ressource;protection_et_mise_en_valeur_des_espaces_agricoles_4_resultat_attendu;protection_et_mise_en_valeur_des_espaces_agricoles_4_resultat_atteint;protection_et_mise_en_valeur_des_espaces_agricoles_4_descriptif;protection_et_mise_en_valeur_des_espaces_agricoles_5_nom_de_laction;protection_et_mise_en_valeur_des_espaces_agricoles_5_etat_davancement;protection_et_mise_en_valeur_des_espaces_agricoles_5_est_ressource;protection_et_mise_en_valeur_des_espaces_agricoles_5_resultat_attendu;protection_et_mise_en_valeur_des_espaces_agricoles_5_resultat_atteint;protection_et_mise_en_valeur_des_espaces_agricoles_5_descriptif;urbanisme_commercial;urbanisme_commercial_1_nom_de_laction;urbanisme_commercial_1_etat_davancement;urbanisme_commercial_1_est_ressource;urbanisme_commercial_1_resultat_attendu;urbanisme_commercial_1_resultat_atteint;urbanisme_commercial_1_descriptif;urbanisme_commercial_2_nom_de_laction;urbanisme_commercial_2_etat_davancement;urbanisme_commercial_2_est_ressource;urbanisme_commercial_2_resultat_attendu;urbanisme_commercial_2_resultat_atteint;urbanisme_commercial_2_descriptif;urbanisme_commercial_3_nom_de_laction;urbanisme_commercial_3_etat_davancement;urbanisme_commercial_3_est_ressource;urbanisme_commercial_3_resultat_attendu;urbanisme_commercial_3_resultat_atteint;urbanisme_commercial_3_descriptif;urbanisme_commercial_4_nom_de_laction;urbanisme_commercial_4_etat_davancement;urbanisme_commercial_4_est_ressource;urbanisme_commercial_4_resultat_attendu;urbanisme_commercial_4_resultat_atteint;urbanisme_commercial_4_descriptif;urbanisme_commercial_5_nom_de_laction;urbanisme_commercial_5_etat_davancement;urbanisme_commercial_5_est_ressource;urbanisme_commercial_5_resultat_attendu;urbanisme_commercial_5_resultat_atteint;urbanisme_commercial_5_descriptif
1352;https://france-pat.fr/pat/pat-de-la-communaute-de-lauxerrois/;"PAT de la Communauté d'agglomération de l'Auxerrois";Bourgogne-Franche-Comté;Yonne;89295,89463,89023,89427,89024,89118,89154,89263,89077,89155,89319,89337,89228,89265,89212,89045,89013,89083,89198,89453,89102,89199,89346,89438,89108,89202,89478,89053,89479;oui;oui;non;;;non;;;;;;non;;;;;;non;;;;;;non;;;;;;non;;;;non;;;non;;;;;;non;;;;;;non;;;;;;non;;;;;;non;;;;oui;"Cartographie des sols au 1:50 000";"Action réalisée";oui;"Information des agriculteurs de l'Auxerrois sur la nature des sols, carte portée à connaissance du PLUiHM pour prise en compte de la valeur agronomique des sols et leur préservation, orientation de la stratégie foncière pour localiser les secteurs favorables au maraîchage";;"Etude cartographique et publication carte + notice des sols de l'Auxerrois. Mise à disposition publique des données via BD DONESOL.
Prestataire: Solenvie";;;non;;;;;;non;;;;;;non;;;;;;non;;;;non;;;non;;;;;;non;;;;;;non;;;;;;non;;;;;;non;;;
1353;https://france-pat.fr/pat/pat-du-grand-senonais/;"PAT de la Communauté d’Agglomération du Grand Sénonais";Bourgogne-Franche-Comté;Yonne;89287,89326,89127,89327,89051,89236,89018,89291,89387,89113,89239,89240,89278,89443,89464,89373,89483,89172,89245,89354,89195,89338,89142,89471,89160,89342,89399;non;non;non;;;non;;;;;;non;;;;;;non;;;;;;non;;;;;;non;;;;non;;;non;;;;;;non;;;;;;non;;;;;;non;;;;;;non;;;;non;;;non;;;;;;non;;;;;;non;;;;;;non;;;;;;non;;;;non;;;non;;;;;;non;;;;;;non;;;;;;non;;;;;;non;;;
1354;https://france-pat.fr/pat/pat-de-laillantais-en-bourgogne/;"PAT de la Communauté de communes de l'Aillantais en Bourgogne";Bourgogne-Franche-Comté;Yonne;89281,89196,89360,89397,89304,89361,89251,89163,89384,89088,89003,89167,89334;oui;non;non;;;non;;;;;;non;;;;;;non;;;;;;non;;;;;;non;;;;non;;;non;;;;;;non;;;;;;non;;;;;;non;;;;;;non;;;;oui;"Protection et conservation des espaces verts durables : formation des agents techniques";"Action réalisée";non;"apprendre de nouvelles techniques - connaitre la biodiversité";"résultat mitigé, les agents techniques répondent à une commande et certaines méthodes sont difficilement applicables - peu entrées dans les moeurs (friches, jachères)";"Deux sessions de formation ont été organisées pour les agents techniques des 13 communes membres, en partenariat avec Eric LENOIR, pépiniériste. L'une au printemps, l'autre à l'automne.
Le but étant d'apprendre de nouvelles techniques d'entretien des espaces verts publics pour la préservation des espaces naturels sensibles.";;;non;;;;;;non;;;;;;non;;;;;;non;;;;non;;;non;;;;;;non;;;;;;non;;;;;;non;;;;;;non;;;
1355;https://france-pat.fr/pat/pat-de-la-communaute-de-communes-de-puisaye-forterre/;"PAT de la Communauté de communes de Puisaye-Forterre";Bourgogne-Franche-Comté;Yonne;89158,89177,89046,89179,89215,89286,89324,89416,89472,89084,89125,89216,89270,89325,89344,89400,89217,89252,89383,89033,89086,89182,89272,89365,89419,89147,89254,89273,89367,89420,89148,89220,89311,89368,89405,89221,89256,89331,89462,89072,89150,89222,89073,89408,89352,89426,89007,89117,89173,89139,89283;oui;oui;non;;;non;;;;;;non;;;;;;non;;;;;;non;;;;;;non;;;;non;;;non;;;;;;non;;;;;;non;;;;;;non;;;;;;non;;;;oui;"Diagnostic des biens potentiellement sans maîtres sur le territoire";"Action réalisée";oui;;"28 communes étaient présentes à la restitution de l'étude. Quelques communes ont déjà engagé des démarches, dont deux communes qui ont signé une convention avec la SAFER, et deux autres qui sont membres VIGIFONCIER, un outil de la SAFER mis a disposition par la Communauté de communes qui permet d'accéder aux transactions foncières sur son territoire.";"Diagnostic réalisé par la SAFER, à destination des élus des 57 communes du territoire. Ce diagnostic a permis d'établir sur toute la Communauté de communes une base de foncier potentiellement assimilable par les communes, pour y réaliser des projets agricoles par exemple. ";"Animation et montée en compétences sur le thème du foncier agricole. ";"Action réalisée";oui;;;"Des actions d'animation du grand public ont été mises en place : 
- organisation d'une projection débat sur le thème du foncier, dans le cadre du festival du film alimen'terre, en novembre 2023. Cette projection était animée par l'association Terre de Liens Bourgogne Franche Comté
- organisation d'une Balade Paysagère Gourmande à Arquian, le 1er juin 2024, en partenariat avec le CPIE Yonne et Nièvre et Terre de Liens Bourgogne Franche Comté. 
Des actions de montée en compétences des élus et des agents de la Communauté de communes ont également été mis en place, avec deux ateliers de formation animés par l'association Terre de Liens Bourgogne Franche Comté, qui ont eu lieu en janvier et mars 2024, et qui ont permis d'appuyer les élus et les agents lors de l'élaboration du diagnostic, et à les outiller pour qu'ils puissent reprendre en main le sujet suite au diagnostic. ";;;non;;;;;;non;;;;;;non;;;;non;;;non;;;;;;non;;;;;;non;;;;;;non;;;;;;non;;;
1356;https://france-pat.fr/pat/pat-du-pays-avallonnais/;"PAT du Pays Avallonnais";Bourgogne-Franche-Comté;Yonne;89161,89015,89032,89049,89145,89271,89364,89146,89235,89253,89128,89183,89290,89347,89203,89071,89089,89204,89312,89349,89406,89020,89091,89021,89092,89188,89259,89333,89351,89371,89022,89057,89170,89207,89279,89297,89409,89058,89134,89190,89208,89225,89244,89316,89392,89410,89446,89485,89008,89318,89336,89375,89009,89025,89042,89194,89246,89300,89376,89412,89010,89043,89377,89431,89011,89044,89141,89176,89248,89266,89339,89378,89012,89159,89197,89267,89379,89415,89433,89064,89232,89306,89362;oui;non;non;;"Action réalisée";non;;;;;;non;;;;;;non;;;;;;non;;;;;;non;;;;non;;;non;;;;;;non;;;;;;non;;;;;;non;;;;;;non;;;;oui;"Sensibiliser les collectivités et les acteurs locaux sur l’importance de la préservation du foncier agricole
";"Action en cours";non;;;"Cette action vise à : 
·	Faciliter l’appropriation des démarches et outils mobilisables pour la préservation du foncier agricole tel que par exemple le guide d’outils fonciers qui a été élaboré durant la phase 1 du PAT.
·	Impulser une animation foncière de moyen terme par la mise en œuvre d’une dynamique collective entre les élus et les acteurs locaux pour une gestion partagée du foncier agricole sur plusieurs années. Des réunions régulières permettront de faciliter la réflexion commune sur les enjeux fonciers du territoire.
·	Construire une stratégie foncière adaptée au territoire en prenant en compte les spécificités du Pays Avallonnais. Cette stratégie sera complétée par un calendrier d’actions pour adapter les pratiques foncières aux enjeux agricoles et environnementaux.
";;;non;;;;;;non;;;;;;non;;;;;;non;;;;non;;;non;;;;;;non;;;;;;non;;;;;;non;;;;;;non;;;
1357;https://france-pat.fr/pat/pat-du-nord-de-lyonne/;"PAT du PETR du Nord de l'Yonne";Bourgogne-Franche-Comté;Yonne;89059,89136,89209,89411,89428,89467,89060,89264,89449,89468,89027,89079,89120,89302,89359,89395,89450,89469,89080,89122,89229,89414,89432,89451,89063,89100,89214,89230,89285,89452,89124,89143,89380,89434,89014,89048,89065,89144,89180,89456,89066,89126,89162,89181,89308,89458,89067,89289,89309,89459,89310,89404,89460,89111,89165,89255,89274,89348,89440,89461,89036,89054,89369,89480,89037,89313,89332,89370,89388,89442,89056,89115,89151,89206,89390,89074,89093,89116,89133,89189,89261,89391,89465,89075,89094,89171,89298,89335,89353,89466;oui;non;non;;;non;;;;;;non;;;;;;non;;;;;;non;;;;;;non;;;;non;;;non;;;;;;non;;;;;;non;;;;;;non;;;;;;non;;;;non;;;non;;;;;;non;;;;;;non;;;;;;non;;;;;;non;;;;non;;;non;;;;;;non;;;;;;non;;;;;;non;;;;;;non;;;
1358;https://france-pat.fr/pat/pat-du-territoire-de-belfort/;"PAT du Département du Territoire de Belfort";Bourgogne-Franche-Comté;"Territoire de Belfort";90006,90022,90039,90056,90072,90089,90007,90023,90041,90057,90074,90090,90008,90024,90042,90058,90075,90091,90009,90025,90043,90059,90076,90093,90010,90026,90044,90060,90077,90094,90011,90027,90045,90061,90078,90095,90012,90028,90046,90062,90079,90096,90013,90029,90047,90063,90080,90097,90014,90030,90048,90064,90081,90098,90015,90031,90049,90065,90082,90099,90016,90032,90050,90066,90083,90100,90001,90017,90033,90051,90067,90084,90101,90002,90018,90034,90052,90068,90085,90102,90003,90019,90035,90053,90069,90086,90103,90004,90020,90036,90054,90070,90087,90104,90005,90021,90037,90055,90071,90088,90105;oui;non;oui;"Créer un outil de diagnostic partagé du foncier agricole sur le Territoire de Belfort";"Action en cours";oui;"Développer la surface (ha) /an en installation de filières peu présentes sur le Territoire";"2 à 3 communes accompagnées chaque année pour favoriser l'installation en maraîchage.";"Il s’agit de créer un outil cartographique partagé entre les acteurs locaux du foncier, afin de repérer les sites de foncier agricole à enjeux, mieux connaitre les parcelles mobilisables pour de la production agricole au regard de leurs contraintes intrinsèques et règlementaires, et partager les informations. Ce travail servira de socle aux actions de facilitation de l’accès au foncier, en permettant de localiser les espaces réellement compatibles avec différents projets susceptibles d'émerger sur le Territoire.";;;non;;;;;;non;;;;;;non;;;;;;non;;;;non;;;non;;;;;;non;;;;;;non;;;;;;non;;;;;;non;;;;non;;;non;;;;;;non;;;;;;non;;;;;;non;;;;;;non;;;;non;;;non;;;;;;non;;;;;;non;;;;;;non;;;;;;non;;;
1359;https://france-pat.fr/pat/pat-du-centre-cher/;"PAT du PETR Centre Cher";"Centre-Val de Loire";Cher;18004,18036,18100,18133,18165,18181,18213,18247,18263,18279,18005,18085,18134,18150,18166,18182,18214,18280,18006,18151,18167,18281,18023,18103,18119,18282,18008,18137,18201,18267,18105,18138,18186,18202,18218,18235,18090,18219,18253,18285,18124,18140,18156,18188,18237,18254,18286,18028,18044,18092,18141,18157,18189,18205,18255,18271,18061,18109,18158,18174,18190,18206,18223,18288,18207,18289,18111,18128,18176,18290,18016,18064,18096,18129,18145,18226,18001,18033,18081,18097,18162,18194,18210,18244,18018,18050,18066,18163,18179,18211,18228,18003,18019,18035,18051,18148,18180,18229;non;non;non;;;non;;;;;;non;;;;;;non;;;;;;non;;;;;;non;;;;non;;;non;;;;;;non;;;;;;non;;;;;;non;;;;;;non;;;;non;;;non;;;;;;non;;;;;;non;;;;;;non;;;;;;non;;;;non;;;non;;;;;;non;;;;;;non;;;;;;non;;;;;;non;;;
1360;https://france-pat.fr/pat/pat-du-pays-berry-saint-amandois/;"Syndicat Mixte de développement du Pays Berry Saint Amandois";"Centre-Val de Loire";Cher;18063,18192,18225,18112,18177,18193,18209,18130,18178,18276,18002,18034,18114,18131,18245,18261,18277,18083,18212,18278,18052,18068,18197,18230,18021,18069,18231,18248,18038,18086,18135,18183,18199,18232,18071,18087,18136,18152,18216,18250,18266,18024,18040,18153,18169,18217,18234,18283,18009,18041,18057,18073,18089,18121,18252,18268,18010,18042,18058,18122,18171,18187,18203,18236,18043,18059,18091,18107,18172,18204,18270,18076,18173,18221,18238,18013,18029,18045,18093,18126,18142,18046,18078,18127,18191,18273;oui;non;non;;;non;;;;;;non;;;;;;non;;;;;;non;;;;;;non;;;;non;;;non;;;;;;non;;;;;;non;;;;;;non;;;;;;non;;;;non;;;non;;;;;;non;;;;;;non;;;;;;non;;;;;;non;;;;non;;;non;;;;;;non;;;;;;non;;;;;;non;;;;;;non;;;
1361;https://france-pat.fr/pat/pat-du-pays-sancerre-sologne/;"Syndicat Mixte du Pays de Sancerre Sologne";"Centre-Val de Loire";Cher;18022,18070,18249,18039,18168,18200,18233,18088,18185,18284,18170,18026,18074,18269,18011,18287,18125,18256,18272,18014,18030,18094,18159,18241,18257,18015,18047,18079,18144,18208,18258,18274,18032,18243,18259,18146,18227,18098,18147,18067,18115,18246,18262,18020,18084,18116,18149,18037,18117,18264;non;non;non;;;non;;;;;;non;;;;;;non;;;;;;non;;;;;;non;;;;non;;;non;;;;;;non;;;;;;non;;;;;;non;;;;;;non;;;;non;;;non;;;;;;non;;;;;;non;;;;;;non;;;;;;non;;;;non;;;non;;;;;;non;;;;;;non;;;;;;non;;;;;;non;;;
1362;https://france-pat.fr/pat/pat-de-chartres-metropole/;"Chartres Métropole";"Centre-Val de Loire";Eure-et-Loir;28006,28022,28337,28286,28095,28281,28158,28388,28024,28269,28122,28177,28035,28403,28358,28380,28100,28365,28309,28301,28278,28245,28220,28218,28110,28201,28173,28163,28128,28107,28104,28102,28070,28068,28060,28034,28325,28227,28195,28162,28129,28344,28317,28160,28194,28366,28397,28421,28073,28004,28047,28255,28084,28049,28246,28052,28254,28383,28085,28209,28229,28285,28141,28253,28048,28419;non;non;non;;;non;;;;;;non;;;;;;non;;;;;;non;;;;;;non;;;;non;;;non;;;;;;non;;;;;;non;;;;;;non;;;;;;non;;;;non;;;non;;;;;;non;;;;;;non;;;;;;non;;;;;;non;;;;non;;;non;;;;;;non;;;;;;non;;;;;;non;;;;;;non;;;
1363;https://france-pat.fr/pat/pat-de-dreux-agglomeration/;"Communauté d’Agglomération du Pays de Dreux";"Centre-Val de Loire";Eure-et-Loir;28098,28117,28136,28323,28360,28007,28045,28008,28062,28231,28251,28064,28082,28120,28346,28178,28289,28308,28030,28180,28216,28348,28050,28143,28235,28386,28404,28014,28087,28124,28292,28312,28405,28293,28332,28351,28369,28053,28089,28147,28239,28054,28090,28187,28315,28371,28036,28055,28206,28001,28037,28151,28223,28355,28003,28076,28170,28374,28393,28134,28171,28226,28321,28375,28394,28059,28096,28155,28247,28267,28322,28341,28359,28377,28415;oui;non;non;;;non;;;;;;non;;;;;;non;;;;;;non;;;;;;non;;;;non;;;non;;;;;;non;;;;;;non;;;;;;non;;;;;;non;;;;oui;"Protection du foncier agricole et lutte contre l'artificialisation par l'intégration des enjeux du PAT dans des programmes et schémas directeurs. ";"Action en cours";non;;;"Dans le cadre du programme Territoire pilote de sobriété foncière (depuis 2020)
Intégration du PAT dans l'ensemble des schéma d'aménagement de l'agglomération (SCoT, PLUi).
Programme EUROPAN sur l'industrie agroalimentaire et le lien avec le foncier agricole (lancé depuis 2019).";"Observatoire des friches ";"Action en cours";non;;;"En convention avec la SAFER, observatoire de toutes les friches agricoles et industrielles afin de protéger le foncier agricoles et éviter l'artificialisation des sols. 
Pilote de l'action : Service Aménagement et foncier de l'Agglomération du Pays de Dreux ";;;non;;;;;;non;;;;;;non;;;;non;;;non;;;;;;non;;;;;;non;;;;;;non;;;;;;non;;;
1364;https://france-pat.fr/pat/pat-de-beauce-dunois/;"PAT du Syndicat mixte du Pays Dunois et de la Communauté de communes Cœur de Beauce";"Centre-Val de Loire";Eure-et-Loir;28221,28260,28296,28334,28353,28390,28019,28391,28075,28169,28189,28243,28392,28410,28057,28132,28153,28190,28300,28319,28411,28114,28005,28078,28210,28283,28025,28211,28284,28303,28396,28026,28061,28157,28212,28304,28418,28027,28176,28270,28305,28363,28398,28009,28028,28287,28306,28364,28382,28400,28029,28065,28103,28121,28197,28215,28233,28422,28012,28198,28273,28329,28123,28182,28199,28274,28291,28330,28367,28424,28032,28051,28106,28183,28256,28088,28126,28164,28184,28276,28313,28406,28426,28108,28127,28259,28277,28294,28370,28389;oui;non;non;;;non;;;;;;non;;;;;;non;;;;;;non;;;;;;non;;;;non;;;non;;;;;;non;;;;;;non;;;;;;non;;;;;;non;;;;oui;"Mise en place d'une formation à destination des élus autour de la stratégie alimentaire ";"Action programmée";non;;;"L'association Terre de Liens va accompagner le PAT pour sensibiliser dans un premier temps les élus du territoire aux enjeux agricoles et fonciers. Une formation pour agir sur le foncier agricole est prévue sur les 2 collectivités qui portent le projet (le Pays Dunois et la Communauté de communes Coeur de Beauce). Cette formation durera 1 journée dans chaque collectivité et est prévue sur l'année 2026. Ensuite, les élus seront accompagnés à la définition d'une stratégie agricole et foncière. Cet accompagnement sera réalisé sur 4 ateliers successifs (en 2026). Les ateliers reposent sur les données du territoire (Parcel, recensement agricole, artificialisation…), les retours d’expérience d’autres collectivités territoriales, des témoignages.

En partenariat avec Terre de Liens ";;;non;;;;;;non;;;;;;non;;;;;;non;;;;non;;;non;;;;;;non;;;;;;non;;;;;;non;;;;;;non;;;
1365;https://france-pat.fr/pat/pat-du-pays-castelroussin-val-dindre/;"Pays Castelroussin Val de l’Indre";"Centre-Val de Loire";Indre;36050,36089,36194,36063,36044,36005,36071,36031,36159,36009,36232,36064,36101,36112,36211,36218,36007,36198,36040,36139,36241,36142,36118,36202,36057,36128;oui;non;non;;;non;;;;;;non;;;;;;non;;;;;;non;;;;;;non;;;;non;;;non;;;;;;non;;;;;;non;;;;;;non;;;;;;non;;;;oui;"Repérage de parcelles appartenant aux collectivités par la CA";"Action réalisée";non;;;"Repérage de parcelles appartenant aux collectivités par la CA qui pourraient être remises en activité – partenaires : Châteauroux Métropole, DDT, CA 36";;;non;;;;;;non;;;;;;non;;;;;;non;;;;non;;;non;;;;;;non;;;;;;non;;;;;;non;;;;;;non;;;
1366;https://france-pat.fr/pat/pat-du-pays-dissoudun-et-de-la-champagne-berrichonne/;"Pays d’Issoudun et de Champagne Berrichonne";"Centre-Val de Loire";Indre;36097,36195,36065,36098,36179,36230,36083,36215,36248,36002,36116,36181,36003,36019,36052,36085,36199,36102,36021,36037,36152,36088,36169,36121,36170,36041,36122,36171,36205,36222,36075,36059,36140,36190,36027,36125,36191,36209,36029;oui;non;non;;;non;;;;;;non;;;;;;non;;;;;;non;;;;;;non;;;;non;;;non;;;;;;non;;;;;;non;;;;;;non;;;;;;non;;;;non;;;non;;;;;;non;;;;;;non;;;;;;non;;;;;;non;;;;non;;;non;;;;;;non;;;;;;non;;;;;;non;;;;;;non;;;
1367;https://france-pat.fr/pat/pat-de-la-communaute-de-communes-eguzon-argenton-vallee-de-la-creuse/;"PAT de la Communauté de communes Eguzon-Argenton Vallée de la Creuse";"Centre-Val de Loire";Indre;36200,36070,36219,36006,36022,36154,36042,36158,36012,36192,36062,36160,36014,36161,36048,36081,36032,36033,36131,36231,36117;oui;oui;non;;;non;;;;;;non;;;;;;non;;;;;;non;;;;;;non;;;;non;;;non;;;;;;non;;;;;;non;;;;;;non;;;;;;non;;;;oui;"Construire une stratégie foncière agricole territorialisée au service de l'alimentation";"Action programmée";non;;;"Formation des élus, des agriculteurs et des habitants pour maintenir une agriculture durable sur le territoire. 
Objectifs : 
- Comprendre le contexte local et identifier les enjeux du territoire
- Découvrir le panorama des outils et démarches que peuvent mobiliser les collectivités pour protéger les terres agricoles et favoriser l’accès au foncier pour les paysans.
- Échanger sur les problématiques rencontrées sur la question foncière pour l’alimentation, l’environnement et le paysage.

Partenaires : Terre de Liens, CA 41";;"Action réalisée";non;;;;;"Action réalisée";oui;;;;;"Action programmée";non;;;;;"Action réalisée";non;;;;non;;;non;;;;;;non;;;;;;non;;;;;;non;;;;;;non;;;
1368;https://france-pat.fr/pat/pat-du-pnr-de-la-brenne/;"PAT du Parc naturel régional de la Brenne";"Centre-Val de Loire";Indre;36020,36036,36053,36134,36150,36167,36087,36119,36168,36104,36153,36220,36105,36137,36187,36204,36106,36058,36123,36172,36223,36239,36010,36076,36124,36157,36173,36224,36174,36094,36176,36193,36047,36096,36144,36177,36212,36015,36113,36145,36178,36213,36246,36016,36049,36114,36196,36066,36197,36018,36051,36067,36148,36165,36035,36182;non;non;non;;;non;;;;;;non;;;;;;non;;;;;;non;;;;;;non;;;;non;;;non;;;;;;non;;;;;;non;;;;;;non;;;;;;non;;;;non;;;non;;;;;;non;;;;;;non;;;;;;non;;;;;;non;;;;non;;;non;;;;;;non;;;;;;non;;;;;;non;;;;;;non;;;
1369;https://france-pat.fr/pat/pat-pays-de-la-chatre-en-berry/;"PAT Pays de la Châtre en Berry";"Centre-Val de Loire";Indre;36030,36129,36130,36146,36163,36214,36001,36017,36099,36164,36180,36084,36100,36132,36133,36184,36234,36038,36120,36186,36236,36056,36073,36221,36138,36238,36025,36091,36156,36189,36207,36043,36108,36208,36240,36060,36109,36141,36028,36061,36078,36110,36126,36210,36226,36046,36095,36111,36127,36143,36227;non;non;non;;;non;;;;;;non;;;;;;non;;;;;;non;;;;;;non;;;;non;;;non;;;;;;non;;;;;;non;;;;;;non;;;;;;non;;;;non;;;non;;;;;;non;;;;;;non;;;;;;non;;;;;;non;;;;non;;;non;;;;;;non;;;;;;non;;;;;;non;;;;;;non;;;
1370;https://france-pat.fr/pat/pat-du-pays-de-valencay-en-berry/;"Pays de Valençay en Berry";"Centre-Val de Loire";Indre;36034,36216,36068,36149,36166,36217,36233,36004,36069,36086,36054,36103,36135,36185,36235,36055,36136,36203,36023,36237,36008,36024,36074,36090,36155,36188,36107,36026,36092,36011,36077,36093,36225,36045,36175,36242,36013,36079,36243,36080,36228,36244,36162,36229,36082,36247,36115,36147;oui;non;non;;;non;;;;;;non;;;;;;non;;;;;;non;;;;;;non;;;;oui;"Essaimage de Cagette et Fourchette";"Action en cours";non;;;"Essaimage de Cagette et Fourchette sur le territoire afin d’approvisionner localement la restauration collective

Cagette et Fourchette : 
L'objectif de l'association, créée en 2017, est de faire le lien entre les producteurs et les sites de restauration collective, dans le but de développer l’approvisionnement des produits locaux de qualité, respectant l’environnement, la santé et le bien-être animal, afin de contribuer à une alimentation durable. La mise en œuvre de cette activité correspond également à une volonté de garantir la pérennité des exploitations agricoles du territoire, visant à développer l’économie local.
La plateforme regroupe actuellement plus de 70 producteurs ainsi qu’une trentaine de restaurateurs, d'associations et de restaurants collectifs.
https://www.cagette-et-fourchette.fr/";;;non;;;;;;non;;;;;;non;;;;;;non;;;;non;"Réalisation d’un inventaire des biens vacants et sans maitre";"Action réalisée";oui;;;"Réalisation d’un inventaire des biens vacants et sans maitre en vue de développer une stratégie foncière : diagnostic – partenaires : SAFER, communes";"Résorption des friches viticoles";"Action en cours";non;;;"Partenaire : syndicat viticole";;;non;;;;;;non;;;;;;non;;;;non;;;non;;;;;;non;;;;;;non;;;;;;non;;;;;;non;;;
