id;lien_vers_la_fiche_pat;nom;regions;departements;code_insee;urbanisme;urbanisme_est_territoire_ressource;autres;autres_1_nom_de_laction;autres_1_etat_davancement;autres_1_est_ressource;autres_1_resultat_attendu;autres_1_resultat_atteint;autres_1_descriptif;autres_2_nom_de_laction;autres_2_etat_davancement;autres_2_est_ressource;autres_2_resultat_attendu;autres_2_resultat_atteint;autres_2_descriptif;autres_3_nom_de_laction;autres_3_etat_davancement;autres_3_est_ressource;autres_3_resultat_attendu;autres_3_resultat_atteint;autres_3_descriptif;autres_4_nom_de_laction;autres_4_etat_davancement;autres_4_est_ressource;autres_4_resultat_attendu;autres_4_resultat_atteint;autres_4_descriptif;autres_5_nom_de_laction;autres_5_etat_davancement;autres_5_est_ressource;autres_5_resultat_attendu;autres_5_resultat_atteint;autres_5_descriptif;logistique;logistique_1_nom_de_laction;logistique_1_etat_davancement;logistique_1_est_ressource;logistique_1_resultat_attendu;logistique_1_resultat_atteint;logistique_1_descriptif;logistique_2_nom_de_laction;logistique_2_etat_davancement;logistique_2_est_ressource;logistique_2_resultat_attendu;logistique_2_resultat_atteint;logistique_2_descriptif;logistique_3_nom_de_laction;logistique_3_etat_davancement;logistique_3_est_ressource;logistique_3_resultat_attendu;logistique_3_resultat_atteint;logistique_3_descriptif;logistique_4_nom_de_laction;logistique_4_etat_davancement;logistique_4_est_ressource;logistique_4_resultat_attendu;logistique_4_resultat_atteint;logistique_4_descriptif;logistique_5_nom_de_laction;logistique_5_etat_davancement;logistique_5_est_ressource;logistique_5_resultat_attendu;logistique_5_resultat_atteint;logistique_5_descriptif;protection_et_mise_en_valeur_des_espaces_agricoles;protection_et_mise_en_valeur_des_espaces_agricoles_1_nom_de_laction;protection_et_mise_en_valeur_des_espaces_agricoles_1_etat_davancement;protection_et_mise_en_valeur_des_espaces_agricoles_1_est_ressource;protection_et_mise_en_valeur_des_espaces_agricoles_1_resultat_attendu;protection_et_mise_en_valeur_des_espaces_agricoles_1_resultat_atteint;protection_et_mise_en_valeur_des_espaces_agricoles_1_descriptif;protection_et_mise_en_valeur_des_espaces_agricoles_2_nom_de_laction;protection_et_mise_en_valeur_des_espaces_agricoles_2_etat_davancement;protection_et_mise_en_valeur_des_espaces_agricoles_2_est_ressource;protection_et_mise_en_valeur_des_espaces_agricoles_2_resultat_attendu;protection_et_mise_en_valeur_des_espaces_agricoles_2_resultat_atteint;protection_et_mise_en_valeur_des_espaces_agricoles_2_descriptif;protection_et_mise_en_valeur_des_espaces_agricoles_3_nom_de_laction;protection_et_mise_en_valeur_des_espaces_agricoles_3_etat_davancement;protection_et_mise_en_valeur_des_espaces_agricoles_3_est_ressource;protection_et_mise_en_valeur_des_espaces_agricoles_3_resultat_attendu;protection_et_mise_en_valeur_des_espaces_agricoles_3_resultat_atteint;protection_et_mise_en_valeur_des_espaces_agricoles_3_descriptif;protection_et_mise_en_valeur_des_espaces_agricoles_4_nom_de_laction;protection_et_mise_en_valeur_des_espaces_agricoles_4_etat_davancement;protection_et_mise_en_valeur_des_espaces_agricoles_4_est_ressource;protection_et_mise_en_valeur_des_espaces_agricoles_4_resultat_attendu;protection_et_mise_en_valeur_des_espaces_agricoles_4_resultat_atteint;protection_et_mise_en_valeur_des_espaces_agricoles_4_descriptif;protection_et_mise_en_valeur_des_espaces_agricoles_5_nom_de_laction;protection_et_mise_en_valeur_des_espaces_agricoles_5_etat_davancement;protection_et_mise_en_valeur_des_espaces_agricoles_5_est_ressource;protection_et_mise_en_valeur_des_espaces_agricoles_5_resultat_attendu;protection_et_mise_en_valeur_des_espaces_agricoles_5_resultat_atteint;protection_et_mise_en_valeur_des_espaces_agricoles_5_descriptif;urbanisme_commercial;urbanisme_commercial_1_nom_de_laction;urbanisme_commercial_1_etat_davancement;urbanisme_commercial_1_est_ressource;urbanisme_commercial_1_resultat_attendu;urbanisme_commercial_1_resultat_atteint;urbanisme_commercial_1_descriptif;urbanisme_commercial_2_nom_de_laction;urbanisme_commercial_2_etat_davancement;urbanisme_commercial_2_est_ressource;urbanisme_commercial_2_resultat_attendu;urbanisme_commercial_2_resultat_atteint;urbanisme_commercial_2_descriptif;urbanisme_commercial_3_nom_de_laction;urbanisme_commercial_3_etat_davancement;urbanisme_commercial_3_est_ressource;urbanisme_commercial_3_resultat_attendu;urbanisme_commercial_3_resultat_atteint;urbanisme_commercial_3_descriptif;urbanisme_commercial_4_nom_de_laction;urbanisme_commercial_4_etat_davancement;urbanisme_commercial_4_est_ressource;urbanisme_commercial_4_resultat_attendu;urbanisme_commercial_4_resultat_atteint;urbanisme_commercial_4_descriptif;urbanisme_commercial_5_nom_de_laction;urbanisme_commercial_5_etat_davancement;urbanisme_commercial_5_est_ressource;urbanisme_commercial_5_resultat_attendu;urbanisme_commercial_5_resultat_atteint;urbanisme_commercial_5_descriptif
1450;https://france-pat.fr/pat/pat-de-trois-bassins/;"PAT de la commune de Trois-Bassins ""Nourrissons nos racines, cultivons nos liens""";"La Réunion";"La Réunion";97423;oui;non;non;;;non;;;;;;non;;;;;;non;;;;;;non;;;;;;non;;;;non;;;non;;;;;;non;;;;;;non;;;;;;non;;;;;;non;;;;oui;"PAT 2: Aménagement de lieux tests agricoles";"Action programmée";oui;;;"Réaliser une étude hydro-géologique et paysagère du lieu test agricole communal du littoral.
Porteur : ILEVA
Réaliser une analyse du foncier disponible sur la commune.
Porteur : SAFER
Définir collectivement les modalités de mise à disposition et de fonctionnement des lieux tests agricoles et alimentaires (friches communales, ateliers de transformation artisanales, exploitations agricoles, épicerie sociale, ACI, etc…)
Porteur : Permakiltir Réunion, L’Essaimoir
objectifs Phase réalisation DTAA: Aménager et équiper le lieu test communal  (serres, hangar, petits matériel/Aménager d’autres friches communales pour expérimenter de nouveaux lieux tests agricoles. Aménager des lieux tests au sein d’exploitations existantes chez des agriculteurs volontaires.";;;non;;;;;;non;;;;;;non;;;;;;non;;;;non;;;non;;;;;;non;;;;;;non;;;;;;non;;;;;;non;;;
1451;https://france-pat.fr/pat/pat-de-la-plaine-des-palmistes/;"PAT de la commune de La Plaine des Palmistes";"La Réunion";"La Réunion";97406;non;non;non;;;non;;;;;;non;;;;;;non;;;;;;non;;;;;;non;;;;non;;;non;;;;;;non;;;;;;non;;;;;;non;;;;;;non;;;;non;;;non;;;;;;non;;;;;;non;;;;;;non;;;;;;non;;;;non;;;non;;;;;;non;;;;;;non;;;;;;non;;;;;;non;;;
1452;https://france-pat.fr/pat/pat-de-mafate/;"PAT de Mafate";"La Réunion";"La Réunion";97415,97408;oui;non;non;;;non;;;;;;non;;;;;;non;;;;;;non;;;;;;non;;;;non;;;non;;;;;;non;;;;;;non;;;;;;non;;;;;;non;;;;non;"Poursuivre la contribution aux réflexions partenariales sur la gestion du foncier";"Action en cours";non;"mieux identifier le foncier dédié aux activités agricoles";"une mission repérage de réserve foncière agricole, participation aux commissions mixte ONF-PNRun, meilleure prise en comptee du bâti technique agricole dans PLU";"En lien avec l’ONF (gestionnaire des concessions) et dans la poursuite du schéma expérimental des 4 ilets pilotes de Mafate, participer aux instances concernant l’aménagement du territoire de Mafate (ONF, département, communes, futur GIP…). Accompagner l’attribution de concessions agricoles, sur les aspects de réserve foncière, de capacité de charge, d’intégration du bâti technique agricole, et d’accès au foncier pour les projets collectifs";;;non;;;;;;non;;;;;;non;;;;;;non;;;;non;;;non;;;;;;non;;;;;;non;;;;;;non;;;;;;non;;;
1453;https://france-pat.fr/pat/pat-de-saint-joseph/;"PAT de la commune de Saint-Joseph ""Maison de l'alimentation pour tous""";"La Réunion";"La Réunion";97412;oui;non;non;;;non;;;;;;non;;;;;;non;;;;;;non;;;;;;non;;;;non;;;non;;;;;;non;;;;;;non;;;;;;non;;;;;;non;;;;non;;;non;;;;;;non;;;;;;non;;;;;;non;;;;;;non;;;;non;;;non;;;;;;non;;;;;;non;;;;;;non;;;;;;non;;;
1454;https://france-pat.fr/pat/pat-de-saint-paul/;"PAT de la commune de Saint-Paul ""Vers une alimentation saine, durable et accessible à tous !""";"La Réunion";"La Réunion";97415;non;non;non;;;non;;;;;;non;;;;;;non;;;;;;non;;;;;;non;;;;non;;;non;;;;;;non;;;;;;non;;;;;;non;;;;;;non;;;;non;;;non;;;;;;non;;;;;;non;;;;;;non;;;;;;non;;;;non;;;non;;;;;;non;;;;;;non;;;;;;non;;;;;;non;;;
1455;https://france-pat.fr/pat/pat-de-la-3co/;"PAT de la Communauté de communes du Centre-Ouest de Mayotte";Mayotte;Mayotte;;non;non;non;;;non;;;;;;non;;;;;;non;;;;;;non;;;;;;non;;;;non;;;non;;;;;;non;;;;;;non;;;;;;non;;;;;;non;;;;non;;;non;;;;;;non;;;;;;non;;;;;;non;;;;;;non;;;;non;;;non;;;;;;non;;;;;;non;;;;;;non;;;;;;non;;;
1456;https://france-pat.fr/pat/pat-de-caen-normandie-metropole/;"PAT de Caen Normandie Métropole";Normandie;Calvados;14042,14087,14160,14180,14289,14310,14454,14675,14721,14764,14043,14064,14088,14181,14228,14248,14290,14311,14455,14501,14602,14627,14656,14025,14044,14066,14089,14134,14162,14206,14249,14274,14291,14402,14427,14456,14482,14502,14554,14603,14677,14005,14068,14090,14116,14163,14183,14207,14360,14381,14457,14483,14635,14678,14747,14006,14251,14276,14297,14341,14383,14404,14458,14531,14556,14637,14659,14707,14030,14092,14118,14137,14166,14190,14211,14252,14277,14319,14384,14405,14486,14509,14751,14076,14119,14167,14191,14254,14320,14343,14365,14461,14510,14558,14640,14215,14237,14344,14407,14437,14488,14535,14587,14610,14710,14753,14034,14053,14097,14216,14257,14301,14325,14345,14408,14438,14562,14588,14014,14098,14122,14171,14258,14467,14538,14589,14685,14712,14735,14015,14036,14080,14100,14123,14145,14240,14283,14327,14393,14646,14666,14713,14737,14057,14101,14146,14173,14197,14221,14284,14394,14411,14446,14469,14495,14516,14566,14689,14738,14758,14125,14223,14242,14266,14349,14396,14519,14542,14592,14649,14759,14020,14039,14060,14149,14332,14497,14543,14669,14150,14244,14287,14375,14452,14498,14546,14623,14651,14719,14741,14761,14226,14245,14271,14288,14309,14354,14476,14674,14720,14742;oui;oui;non;;;non;;;;;;non;;;;;;non;;;;;;non;;;;;;non;;;;oui;"Groupe de travail sur les besoins des producteurs livrant l'agglo caennaise permettant d'envisager une solution de logistique urbaine avec les acteurs concernés, liens avec le Marché de gros de l'agglo caennaise";"Action en cours";oui;"identifier les moyens et acteurs permettant de renforcer les circuits courts alim de proximité sur le territoire";;;;;non;;;;;;non;;;;;;non;;;;;;non;;;;oui;"Sensibilisation aux liens agriculture - alimentation de proximité lors de la phase de mise à jour du SCoT de CNM";"Action programmée";oui;;;"Sensibilisation aux liens agriculture - alimentation de proximité lors de la phase de mise à jour du SCoT de CNM";;;non;;;;;;non;;;;;;non;;;;;;non;;;;non;;;non;;;;;;non;;;;;;non;;;;;;non;;;;;;non;;;
1457;https://france-pat.fr/pat/paat-de-la-communaute-dagglomeration-de-lisieux-normandie/;"PAT de Lisieux Normandie";Normandie;Calvados;14126,14419,14474,14520,14570,14740,14177,14270,14421,14522,14571,14595,14179,14334,14625,14425,14478,14527,14574,14626,14654,14273,14337,14576,14293,14403,14504,14069,14362,14431,14484,14435,14460,14582,14639,14487,14193,14366,14141,14194,14326,14368,14260,14303,14410,14540,14082,14648,14147,14371,14448,14473,14621;oui;non;non;;;non;;;;;;non;;;;;;non;;;;;;non;;;;;;non;;;;non;;;non;;;;;;non;;;;;;non;;;;;;non;;;;;;non;;;;non;;;non;;;;;;non;;;;;;non;;;;;;non;;;;;;non;;;;non;;;non;;;;;;non;;;;;;non;;;;;;non;;;;;;non;;;
1458;https://france-pat.fr/pat/pat-de-lintercom-de-la-vire-au-noireau/;"PAT de l'intercom de la Vire au Noireau";Normandie;Calvados;14054,14619,14756,14496,14174,14352,14061,14127,14424,14572,14762,14357,14658,14726,14511,14559,14512;non;non;non;;;non;;;;;;non;;;;;;non;;;;;;non;;;;;;non;;;;non;;;non;;;;;;non;;;;;;non;;;;;;non;;;;;;non;;;;non;;;non;;;;;;non;;;;;;non;;;;;;non;;;;;;non;;;;non;;;non;;;;;;non;;;;;;non;;;;;;non;;;;;;non;;;
1460;https://france-pat.fr/pat/paat-de-la-communaute-de-communes-coeur-cote-fleurie/;"PAT de la Communauté de Communes Cœur Côte Fleurie";Normandie;Calvados;14059,14715,14699,14701,14578,14557,14731,14754,14079,14645,14755,14220;oui;non;non;;;non;;;;;;non;;;;;;non;;;;;;non;;;;;;non;;;;non;;;non;;;;;;non;;;;;;non;;;;;;non;;;;;;non;;;;oui;"Protection du foncier agricole dans le PLUi-HM";"Action en cours";non;;;"Intégrer l'agriculture dans le PLUi lors de la prochaine révision. Un diagnostic agricole va prochainement être effectué dans ce cadre";;;non;;;;;;non;;;;;;non;;;;;;non;;;;non;;;non;;;;;;non;;;;;;non;;;;;;non;;;;;;non;;;
1461;https://france-pat.fr/pat/pat-de-la-communaute-de-communes-de-evreux-portes-de-normandie/;"Communauté d'Agglomération d'Evreux Portes de Normandie";Normandie;Eure;27132,27254,27358,27410,27081,27158,27044,27282,27031,27301,27256,27360,27154,27027,27216,27353,27200,27099,27401,27234,27347,27280,27147,27177,27206,27183,27271,27220,27002,27111,27259,27073,27368,27181,27350,27411,27390,27277,27451,27659,27560,27478,27439,27464,27678,27504,27652,27489,27546,27570,27668,27615,27611,27507,27544,27621,27421,27419,27555,27548,27193,27278,27299,27684,27144,27309,27391,27406,27229,27020,27602,27423,27017,27306;non;non;non;;;non;;;;;;non;;;;;;non;;;;;;non;;;;;;non;;;;non;;;non;;;;;;non;;;;;;non;;;;;;non;;;;;;non;;;;non;;;non;;;;;;non;;;;;;non;;;;;;non;;;;;;non;;;;non;;;non;;;;;;non;;;;;;non;;;;;;non;;;;;;non;;;
1462;https://france-pat.fr/pat/pat-seine-normandie-agglomeration/;"PAT Seine Normandie Agglomération";Normandie;Eure;27285,27279,27336,27136,27203,27326,27004,27273,27231,27343,27399,27140,27312,27123,27171,27408,27076,27078,27016,27315,27214,27407,27097,27329,27307,27331,27072,27202,27194,27213,27070,27681,27689,27465,27694,27501,27540,27696,27612,27525,27562,27625,27683,27477,27440,27473,27644,27673,27495,27635,27422,27554,27119,27114,27400,27429,27448,27674,27190,27397,27337;non;non;non;;;non;;;;;;non;;;;;;non;;;;;;non;;;;;;non;;;;non;;;non;;;;;;non;;;;;;non;;;;;;non;;;;;;non;;;;non;;;non;;;;;;non;;;;;;non;;;;;;non;;;;;;non;;;;non;;;non;;;;;;non;;;;;;non;;;;;;non;;;;;;non;;;
1463;https://france-pat.fr/pat/pat-de-lintercom-bernay-terres-de-normandie/;"PAT de l'Intercom Bernay Terres de Normandie";Normandie;Eure;27466,27049,27239,27395,27505,27608,27050,27125,27164,27325,27414,27530,27590,27609,27051,27364,27380,27432,27052,27109,27266,27345,27398,27433,27569,27592,27630,27129,27148,27311,27418,27552,27001,27037,27095,27130,27289,27514,27290,27492,27516,27536,27056,27074,27113,27660,27040,27173,27210,27404,27556,27295,27371,27557,27680,27061,27116,27251,27318,27460,27117,27425,27441,27498,27063,27138,27179,27300,27442,27463,27444,27584,27622,27527,27667;non;non;non;;;non;;;;;;non;;;;;;non;;;;;;non;;;;;;non;;;;non;;;non;;;;;;non;;;;;;non;;;;;;non;;;;;;non;;;;non;;;non;;;;;;non;;;;;;non;;;;;;non;;;;;;non;;;;non;;;non;;;;;;non;;;;;;non;;;;;;non;;;;;;non;;;
1464;https://france-pat.fr/pat/pat-de-la-communaute-de-communes-de-roumois-seine/;"PAT de la Communauté de communes de Roumois Seine";Normandie;"Eure, Seine-Maritime";27227,27228,27595,27039,27133,27134,27316,27518,27577,27638,27661,27317,27006,27077,27558,27579,27699,27062,27319,27580,27102,27582,27665,27103,27645,27011,27586,27105,27340,27686,27085,27669,27089,27107,27363,27090,27531,76419,27091,27593;oui;oui;non;;;non;;;;;;non;;;;;;non;;;;;;non;;;;;;non;;;;non;;;non;;;;;;non;;;;;;non;;;;;;non;;;;;;non;;;;non;;;non;;;;;;non;;;;;;non;;;;;;non;;;;;;non;;;;non;;;non;;;;;;non;;;;;;non;;;;;;non;;;;;;non;;;
1465;https://france-pat.fr/pat/pat-de-la-communaute-dagglomeration-seine-eure/;"PAT de la Communauté d'agglomération Seine-Eure";Normandie;Eure;27005,27022,27249,27351,27539,27599,27335,27008,27025,27196,27700,27701,27180,27321,27375,27666,27322,27623,27394,27412,27483,27528,27545,27624,27013,27124,27142,27529,27589,27014,27184,27015,27469,27691,27365,27053,27168,27188,27382,27471,27534,27330,27553,27313,27348,27456,27003,27191,27332,27403,27474,27517,27537,27275,27386,27458,27598,27616,27697;oui;non;non;;;non;;;;;;non;;;;;;non;;;;;;non;;;;;;non;;;;oui;"Solutions logistiques pour les circuits courts de proximité";"Action réalisée";non;;"Plusieurs solutions logistiques identifiées pour favoriser les circuits alimentaires de proximité, animation d'un outil numérique pour animer les professionnels du territoire, identification des intermédiaires pour massifier les flux en restauration collective";"Etude de faisabilité pour la structuration de la logistique des circuits courts alimentaires de proximité : lancement d'un AO en partenariat avec le département et 3 autres EPCI.";;;non;;;;;;non;;;;;;non;;;;;;non;;;;oui;"Observatoire du foncier agricole";"Action en cours";non;"Favoriser la transmission des fermes.";;"Mise en place d'un observatoire du foncier agricole avec les partenaires locaux pour identifier les porteurs de projets et les fermes à transmettre, afin de favoriser la transmission. 
Etapes déjà réalisées: diagnostic du foncier agricole et élaboration d'une stratégie foncière agricole.
Prochaines étapes : débuter l'animation foncière et mettre en place la cellule foncière avec les partenaires. ";;;non;;;;;;non;;;;;;non;;;;;;non;;;;non;;;non;;;;;;non;;;;;;non;;;;;;non;;;;;;non;;;
1466;https://france-pat.fr/pat/pat-de-saint-lo-agglo/;"PAT de la Communauté d'agglomération Saint-Lô";Normandie;Manche;50046,50423,50488,50095,50192,50216,50261,50002,50148,50279,50050,50302,50473,50491,50512,50556,50004,50098,50239,50492,50601,50006,50032,50054,50283,50363,50475,50538,50563,50310,50409,50431,50476,50034,50455,50106,50039,50159,50139,50161,50292,50321,50502,50546,50641,50110,50324,50351,50483,50504,50164,50352,50398,50420,50444,50592,50214,50297,50356,50446,50468;non;non;non;;;non;;;;;;non;;;;;;non;;;;;;non;;;;;;non;;;;non;;;non;;;;;;non;;;;;;non;;;;;;non;;;;;;non;;;;non;;;non;;;;;;non;;;;;;non;;;;;;non;;;;;;non;;;;non;;;non;;;;;;non;;;;;;non;;;;;;non;;;;;;non;;;
1467;https://france-pat.fr/pat/pat-de-la-communaute-dagglomeration-du-cotentin/;"PAT de la Communauté d'Agglomération du Cotentin et de la Communauté de Communes de la Baie du Cotentin";Normandie;Manche;50572,50615,50209,50373,50593,50648,50070,50186,50233,50258,50296,50374,50421,50445,50467,50486,50551,50575,50594,50026,50045,50400,50507,50576,50596,50618,50190,50235,50298,50332,50401,50469,50509,50577,50619,50299,50402,50425,50471,50578,50598,50621,50049,50077,50096,50169,50335,50360,50382,50426,50490,50511,50536,50579,50599,50030,50097,50149,50172,50194,50238,50384,50562,50580,50031,50052,50079,50150,50387,50099,50175,50196,50240,50305,50430,50539,50564,50604,50033,50055,50082,50101,50129,50176,50222,50241,50285,50341,50454,50517,50585,50606,50633,50013,50083,50177,50268,50342,50390,50433,50478,50567,50587,50634,50016,50036,50059,50105,50135,50156,50178,50227,50246,50269,50435,50479,50498,50519,50588,50609,50270,50369,50412,50457,50480,50610,50021,50086,50138,50251,50370,50461,50522,50022,50064,50087,50183,50207,50230,50395,50417,50442,50523,50571,50613,50643,50023,50041,50142,50162,50184,50294;oui;oui;non;;;non;;;;;;non;;;;;;non;;;;;;non;;;;;;non;;;;non;;;non;;;;;;non;;;;;;non;;;;;;non;;;;;;non;;;;oui;"Proposer des ateliers de sensibilisation thématiques (adaptation au changement climatique, diversification)";"Action en cours";oui;"Les élus connaissent mieux les problématiques de la diminution des espaces agricoles et des évolutions liées au changement climatique";;"Dans un contexte de changement climatique de plus en plus visible, la ressource en foncier agricole est un enjeu fort pour assurer une production alimentaire locale suffisante aux besoins du territoire. 
La consommation foncière observée sur le périmètre du Projet Alimentation du Cotentin, entre 2009 et 2017, est de 1 163 ha. La réduction de la surface agricole utile est principalement due à l’habitat et le développement économique.
La pression foncière est également en constante augmentation avec un prix + 15% en 10 ans. Il convient de préciser que le prix des terres dans le Cotentin reste plus bas que la moyenne départementale mais ce prix reste variable selon les secteurs. Cette pression impacte le prix, la disponibilité et, plus généralement, l’accessibilité des terres agricoles pour les producteurs. En conséquence le morcellement des surfaces agricoles augmente sur le territoire. Ainsi les parcelles d’une même exploitation se retrouvent dispersées de plusieurs kilomètres du lieu d’exploitation, complexifiant le travail des producteurs (déplacement, accès aux champs, conflits d’usages…). Et dégradant à la fois le travail et la valeur même de l’exploitation lors de la revente, la transmission. Enfin, l’évolution des pratiques de productions peuvent représenter une menace pour le maintien de terres agricoles productives de qualité : développement de cultures visant à alimenter la méthanisation (C.f action 13.2), plantation de bois (réduction d’impôt de 18% pour des investissements forestiers) (C.f action 13.4)
La protection des terres agricoles de qualité en faveur de l’alimentation est un sujet prioritaire pour les habitants et producteurs du Cotentin. Des temps d’information destinés aux élus et au grand public seront l’occasion de couvrir et d’approfondir les éléments de diagnostic sur le foncier et l’impact du changement climatique dans les productions agricoles du territoire. 
L’objectif étant de vulgariser les travaux scientifiques sur l’adaptation au changement climatique (avec l’intervention du GIEC Normand), de présenter les outils réglementaires existants sur le foncier (Zone Agricole Protégé, PAEN…) et d’échanger plus globalement sur les différents modèles agricoles à développer dans le Cotentin pour répondre aux problématiques énoncées. Des formations à destination des élus sur les sujets présentés pourront également être relayées.
Publics ciblés : élus, communes, université, acteurs de la recherche, ADEME, agriculteurs et leurs groupements, chambres consulaires.
Niveau de coût estimé dans le plan d'actions: intermédiaire. ";"Se doter d'outils de connaissance et de suivi du foncier agricole (qualité agronomique des sols)";"Action en cours";non;"La gestion foncière assure la préservation des terres agricoles de qualité";;"Le foncier agricole est abordé dans les documents d’urbanisme et d’aménagement. Le Schéma de Cohérence Territorial (SCoT) donne les grands objectifs en matière de d’occupation du sol et le Plan local d’Urbanisme Intercommunal (PLui) recense la destination des parcelles (zone urbanisée, agricole, naturelle) et doit être compatible avec le SCoT. La Presqu’ile du Cotentin est composée de 8 PLUi (7 Agglomération du Cotentin et un sur la Baie du Cotentin)  
La consommation du foncier agricole est un enjeu fort avec une augmentation des surfaces imperméabilisées. Il s’agit principalement des surfaces bétonnées ou bitumées telles que les routes, les parkings, les bâtiments résidentiels, industriels et de stockages.  
Le SCoT du Cotentin prévoit une enveloppe foncière de 1 256 ha en extension de l’enveloppe urbaine existante, à dater de 2020, qui se répartit de la manière suivante : 
-	756 ha pour le développement à vocation résidentielle
-	400 ha pour le développement à vocation économique 
-	100 ha pour les équipements publics touristiques et les infrastructures 

La lutte contre l’artificialisation des sols est un axe majeur du Plan biodiversité, avec comme objectif de parvenir à « zéro artificialisation nette ». L’enjeu est d’apporter la plus grande vigilance à nos modes d’urbanisation afin de consommer moins de terres naturelles, agricoles et forestières, de privilégier dans la mesure du possible la réutilisation de secteurs déjà urbanisés (logements vacants, friches industrielles ou commerciales ...) et de favoriser la conception et la construction d'opérations un peu plus compactes intégrant des espaces verts.
Le développement d’une stratégie foncière territoriale cohérente, qui intègre la préservation des terres agricoles de qualité, passe par une meilleure connaissance des dynamiques foncières locales. Des outils d’acquisition et de suivi pourront se développer sur territoire pour répondre à cet enjeu : 
-	Un observatoire du foncier permettant d’avoir une visibilité globale du foncier du territoire y compris agricole. 
C’est un premier travail de recensement, de cartographie qui est nécessaire pour identifier des leviers d’action constructifs. 
Le Projet Alimentaire du Cotentin suivra les travaux lancés pour la création de cet observatoire afin d’assurer la prise en compte du foncier agricole et proposer des indicateurs tels que la qualité agronomique des sols. L’objectif étant de mieux connaitre la qualité du sol avec l’analyse de sa texture, de sa structure et de sa composition, afin de conserver les terres de qualité pour la production alimentaire.  
-	Relayer et renforcer le dispositif Vigifoncier de la SAFER qui met à disposition des indicateurs de suivi et d’analyse des dynamiques foncières.
Publics cibles : agriculteurs et leurs groupements, structures de gestion foncière, chambres consulaires, associations de développement agricoles, services de l'urbanisme et du foncier.
Moyens dédiés : niveau de coût estimé dans le plan d'actions : élevé.";"Créer et animer des partenariats avec des structures de gestion foncière";"Action programmée";non;"Evolution de la SAU du territoire";;"La diminution des espaces agricoles est un phénomène constaté dans le Cotentin (réf 4.1) ce qui engendre une pression foncière de plus en plus forte. Les difficultés d’accès au foncier agricole pour les producteurs sont corrélées à ces éléments de contexte. 
Pour faciliter l’accès au foncier agricole, il existe des foncières qui sont des structures d’investissement solidaire appliqué à la gestion foncière agricole et des biens immobiliers en milieu rural.  
L’action des foncières agricoles est d’acquérir des terres agricoles pour ensuite les mettre en location (bail de très longue durée) à des agriculteurs. Ceux-ci sont ainsi déchargés du poids de l’achat foncier, obstacle majeur à l’installation agricole. 
Les terres acquises par la foncière ne sont pas revendues. Lorsqu’un fermier décide de quitter les lieux ou part en retraite, la ferme ne change ni de propriétaire ni d’affectation : elle est alors louée à un autre paysan. Ce mécanisme permet d’assurer un passage de relai et d’éviter les risques de disparition liés à la vente des terres.
L’interconnaissance et la mise en réseau des acteurs travaillant sur le foncier agricole est nécessaire pour impulser une gestion cohérente et durable du foncier agricole dans le Cotentin. 
Plusieurs leviers d’actions existent : 
-	Prendre contact avec les différentes foncières présentes sur le territoire 
-	Conventionner un partenariat avec des acteurs qui sont investis dans des projets à haute valeur sociale et environnementale comme Terre de lien 
-	Faciliter l’émergence des coopératives de producteurs 

Publics cibles : agriculteurs et leurs groupements, structures de gestion foncière, chambres consulaires, associations de développement agricoles, services de l'urbanisme et du foncier.
Moyens dédiés : niveau de coût estimé dans le plan d'actions : intermédiaire.";"Déployer des actions publiques volontaristes sur le foncier du territoire (périmètre, consommation foncière, outils règlementaires, compensation)";"Action programmée";non;"Evolution de la SAU du territoire";;"Les éléments de contexte et les enjeux identifiés dans les actions 3.1, 4.1, 4.2 s’appliquent également pour cette action.
Lorsque le travail de sensibilisation des élus à la diminution des espaces agricoles (Cf 3.1), d’acquisition de connaissances (4.1) et de création de partenariat avec les foncières (4.2) sera réalisé, le déploiement de nouvelles actions pourra être engagé.
Les temps d’informations, d’échanges et de suivi sur le foncier agricole du territoire amèneront à activer des leviers d’actions identifiés. L’objectif de cette action est d’être force de proposition sur les actions publiques à engager pour garantir une gestion foncière qui préserve les terres agricoles de qualité. Les sujets identifiés et les pistes recueillies sont : 
-	Mettre en œuvre des outils pour protéger la vocation agricole des terres :

•	Zone Agricole protégée (ZAP) est un zonage de protection renforcée de l’agriculture qui dispose d’un statut de servitude d’utilité publique. La ZAP est instaurée par arrêté préfectoral à la demande des communes.
•	Périmètre agricole et naturels périurbains (PAEN) est un périmètre de protection renforcée qui s’applique aux zones A et N des PLU, confortant leur vocation agricole et naturelle au-delà des révisions et modifications de SCoT ou de PLU. Le PAEN doit être compatible avec les SCoT, les PLU et les chartes de Parc Naturel Régional le cas échéant

-	Privilégier les friches dans l’aménagement de l’espace
-	Identifier des réserves foncières compensatoires 
-	Appliquer la loi « zéro artificialisation nette » 


Publics cibles : agriculteurs et leurs groupements, communes, structures de gestion foncière, chambres consulaires, associations de développement agricoles, services de l'urbanisme et du foncier.
Moyens dédiés : niveau de coût estimé dans le plan d'actions : intermédiaire.";;;non;;;;non;;;non;;;;;;non;;;;;;non;;;;;;non;;;;;;non;;;
